N_per_condition,N_tot,N_countries,H1a,H1b,H2a,H2b,H3a,H3b,smaller_fraction
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,0,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,0,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10080,36,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,0,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,0,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,0,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,0,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,10640,38,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
70,11200,40,1,1,1,1,1,1,0.5
